mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:17:57.667666: Remain 12 Samples, max category conditions [33], timestep  306
2024-08-18 16:17:57.753669: Remain 12 Samples, max category conditions [33], timestep  305
2024-08-18 16:17:57.839243: Remain 12 Samples, max category conditions [33], timestep  304
2024-08-18 16:17:57.924851: Remain 12 Samples, max category conditions [33], timestep  303
2024-08-18 16:17:58.009426: Remain 12 Samples, max category conditions [33], timestep  302
2024-08-18 16:17:58.096070: Remain 12 Samples, max category conditions [33], timestep  301
2024-08-18 16:17:58.181676: Remain 12 Samples, max category conditions [33], timestep  300
2024-08-18 16:17:58.267234: Remain 12 Samples, max category conditions [33], timestep  299
2024-08-18 16:17:58.354574: Remain 12 Samples, max category conditions [33], timestep  298
2024-08-18 16:17:58.440118: Remain 12 Samples, max category conditions [33], timestep  297
2024-08-18 16:17:58.525693: Remain 12 Samples, max category conditions [33], timestep  296
2024-08-18 16:17:58.611299: Remain 12 Samples, max category conditions [33], timestep  295
2024-08-18 16:17:58.697876: Remain 12 Samples, max category conditions [33], timestep  294
2024-08-18 16:17:58.783486: Remain 12 Samples, max category conditions [33], timestep  293
2024-08-18 16:17:58.869092: Remain 12 Samples, max category conditions [33], timestep  292
2024-08-18 16:17:58.954062: Remain 12 Samples, max category conditions [33], timestep  291
2024-08-18 16:17:59.039670: Remain 12 Samples, max category conditions [33], timestep  290
2024-08-18 16:17:59.125247: Remain 12 Samples, max category conditions [33], timestep  289
2024-08-18 16:17:59.210886: Remain 12 Samples, max category conditions [33], timestep  288
2024-08-18 16:17:59.296465: Remain 12 Samples, max category conditions [33], timestep  287
2024-08-18 16:17:59.381975: Remain 12 Samples, max category conditions [33], timestep  286
2024-08-18 16:17:59.468587: Remain 12 Samples, max category conditions [33], timestep  285
2024-08-18 16:17:59.553588: Remain 12 Samples, max category conditions [33], timestep  284
2024-08-18 16:17:59.640159: Remain 12 Samples, max category conditions [33], timestep  283
2024-08-18 16:17:59.726705: Remain 12 Samples, max category conditions [33], timestep  282
2024-08-18 16:17:59.812277: Remain 12 Samples, max category conditions [33], timestep  281
2024-08-18 16:17:59.899852: Remain 12 Samples, max category conditions [33], timestep  280
2024-08-18 16:17:59.984464: Remain 12 Samples, max category conditions [33], timestep  279
2024-08-18 16:18:00.070975: Remain 12 Samples, max category conditions [33], timestep  278
2024-08-18 16:18:00.157055: Remain 12 Samples, max category conditions [33], timestep  277
2024-08-18 16:18:00.242585: Remain 12 Samples, max category conditions [33], timestep  276
2024-08-18 16:18:00.329153: Remain 12 Samples, max category conditions [33], timestep  275
2024-08-18 16:18:00.415731: Remain 12 Samples, max category conditions [33], timestep  274
2024-08-18 16:18:00.501376: Remain 12 Samples, max category conditions [33], timestep  273
2024-08-18 16:18:00.591922: Remain 12 Samples, max category conditions [33], timestep  272
2024-08-18 16:18:00.678554: Remain 12 Samples, max category conditions [33], timestep  271
2024-08-18 16:18:00.765594: Remain 12 Samples, max category conditions [33], timestep  270
2024-08-18 16:18:00.851134: Remain 12 Samples, max category conditions [33], timestep  269
2024-08-18 16:18:00.936745: Remain 12 Samples, max category conditions [33], timestep  268
2024-08-18 16:18:01.022391: Remain 12 Samples, max category conditions [33], timestep  267
2024-08-18 16:18:01.108638: Remain 12 Samples, max category conditions [33], timestep  266
2024-08-18 16:18:01.194214: Remain 12 Samples, max category conditions [33], timestep  265
2024-08-18 16:18:01.280792: Remain 12 Samples, max category conditions [33], timestep  264
2024-08-18 16:18:01.532301: Remain 12 Samples, max category conditions [33], timestep  263
2024-08-18 16:18:01.618812: Remain 12 Samples, max category conditions [33], timestep  262
2024-08-18 16:18:01.705356: Remain 12 Samples, max category conditions [33], timestep  261
2024-08-18 16:18:01.789917: Remain 12 Samples, max category conditions [33], timestep  260
2024-08-18 16:18:01.875463: Remain 12 Samples, max category conditions [33], timestep  259
2024-08-18 16:18:01.962500: Remain 12 Samples, max category conditions [33], timestep  258
2024-08-18 16:18:02.046941: Remain 12 Samples, max category conditions [33], timestep  257
2024-08-18 16:18:02.132420: Remain 12 Samples, max category conditions [33], timestep  256
2024-08-18 16:18:02.217910: Remain 12 Samples, max category conditions [33], timestep  255
2024-08-18 16:18:02.303487: Remain 12 Samples, max category conditions [33], timestep  254
2024-08-18 16:18:02.388934: Remain 12 Samples, max category conditions [33], timestep  253
2024-08-18 16:18:02.474474: Remain 12 Samples, max category conditions [33], timestep  252
2024-08-18 16:18:02.560485: Remain 12 Samples, max category conditions [33], timestep  251
2024-08-18 16:18:02.646028: Remain 12 Samples, max category conditions [33], timestep  250
2024-08-18 16:18:02.733642: Remain 12 Samples, max category conditions [33], timestep  249
2024-08-18 16:18:02.819833: Remain 12 Samples, max category conditions [33], timestep  248
2024-08-18 16:18:02.905379: Remain 12 Samples, max category conditions [33], timestep  247
2024-08-18 16:18:02.990918: Remain 12 Samples, max category conditions [33], timestep  246
2024-08-18 16:18:03.077399: Remain 12 Samples, max category conditions [33], timestep  245
2024-08-18 16:18:03.162432: Remain 12 Samples, max category conditions [33], timestep  244
2024-08-18 16:18:03.247950: Remain 12 Samples, max category conditions [33], timestep  243
2024-08-18 16:18:03.333493: Remain 12 Samples, max category conditions [33], timestep  242
2024-08-18 16:18:03.420003: Remain 12 Samples, max category conditions [33], timestep  241
2024-08-18 16:18:03.505480: Remain 12 Samples, max category conditions [33], timestep  240
2024-08-18 16:18:03.590993: Remain 12 Samples, max category conditions [33], timestep  239
2024-08-18 16:18:03.677577: Remain 12 Samples, max category conditions [33], timestep  238
2024-08-18 16:18:03.763548: Remain 12 Samples, max category conditions [33], timestep  237
2024-08-18 16:18:03.848092: Remain 12 Samples, max category conditions [33], timestep  236
2024-08-18 16:18:03.934602: Remain 12 Samples, max category conditions [33], timestep  235
2024-08-18 16:18:04.024111: Remain 12 Samples, max category conditions [33], timestep  234
2024-08-18 16:18:04.111115: Remain 12 Samples, max category conditions [33], timestep  233
2024-08-18 16:18:04.196629: Remain 12 Samples, max category conditions [33], timestep  232
2024-08-18 16:18:04.282175: Remain 12 Samples, max category conditions [33], timestep  231
2024-08-18 16:18:04.368180: Remain 12 Samples, max category conditions [33], timestep  230
2024-08-18 16:18:04.453408: Remain 12 Samples, max category conditions [33], timestep  229
2024-08-18 16:18:04.538924: Remain 12 Samples, max category conditions [33], timestep  228
2024-08-18 16:18:04.625471: Remain 12 Samples, max category conditions [33], timestep  227
2024-08-18 16:18:04.712024: Remain 12 Samples, max category conditions [33], timestep  226
2024-08-18 16:18:04.797508: Remain 12 Samples, max category conditions [33], timestep  225
2024-08-18 16:18:04.883057: Remain 12 Samples, max category conditions [33], timestep  224
2024-08-18 16:18:04.969032: Remain 12 Samples, max category conditions [33], timestep  223
2024-08-18 16:18:05.054570: Remain 12 Samples, max category conditions [33], timestep  222
2024-08-18 16:18:05.141113: Remain 12 Samples, max category conditions [33], timestep  221
2024-08-18 16:18:05.227104: Remain 12 Samples, max category conditions [33], timestep  220
2024-08-18 16:18:05.312682: Remain 12 Samples, max category conditions [33], timestep  219
2024-08-18 16:18:05.398197: Remain 12 Samples, max category conditions [33], timestep  218
2024-08-18 16:18:05.483746: Remain 12 Samples, max category conditions [33], timestep  217
2024-08-18 16:18:05.569780: Remain 12 Samples, max category conditions [33], timestep  216
2024-08-18 16:18:05.655259: Remain 12 Samples, max category conditions [33], timestep  215
2024-08-18 16:18:05.742834: Remain 12 Samples, max category conditions [33], timestep  214
2024-08-18 16:18:05.830360: Remain 12 Samples, max category conditions [33], timestep  213
2024-08-18 16:18:05.915879: Remain 12 Samples, max category conditions [33], timestep  212
2024-08-18 16:18:06.001394: Remain 12 Samples, max category conditions [33], timestep  211
2024-08-18 16:18:06.085946: Remain 12 Samples, max category conditions [33], timestep  210
2024-08-18 16:18:06.172914: Remain 12 Samples, max category conditions [33], timestep  209
2024-08-18 16:18:06.260453: Remain 12 Samples, max category conditions [33], timestep  208
2024-08-18 16:18:06.346029: Remain 12 Samples, max category conditions [33], timestep  207
2024-08-18 16:18:06.430573: Remain 12 Samples, max category conditions [33], timestep  206
2024-08-18 16:18:06.516181: Remain 12 Samples, max category conditions [33], timestep  205
2024-08-18 16:18:06.601694: Remain 12 Samples, max category conditions [33], timestep  204
2024-08-18 16:18:06.688319: Remain 12 Samples, max category conditions [33], timestep  203
2024-08-18 16:18:06.773363: Remain 12 Samples, max category conditions [33], timestep  202
2024-08-18 16:18:06.860841: Remain 12 Samples, max category conditions [33], timestep  201
2024-08-18 16:18:06.946391: Remain 12 Samples, max category conditions [33], timestep  200
2024-08-18 16:18:07.032005: Remain 12 Samples, max category conditions [33], timestep  199
2024-08-18 16:18:07.117517: Remain 12 Samples, max category conditions [33], timestep  198
2024-08-18 16:18:07.204100: Remain 12 Samples, max category conditions [33], timestep  197
2024-08-18 16:18:07.291617: Remain 12 Samples, max category conditions [33], timestep  196
2024-08-18 16:18:07.377237: Remain 12 Samples, max category conditions [33], timestep  195
2024-08-18 16:18:07.463278: Remain 12 Samples, max category conditions [33], timestep  194
2024-08-18 16:18:07.548786: Remain 12 Samples, max category conditions [33], timestep  193
2024-08-18 16:18:07.634294: Remain 12 Samples, max category conditions [33], timestep  192
2024-08-18 16:18:07.719844: Remain 12 Samples, max category conditions [33], timestep  191
2024-08-18 16:18:07.806424: Remain 12 Samples, max category conditions [33], timestep  190
2024-08-18 16:18:07.890969: Remain 12 Samples, max category conditions [33], timestep  189
2024-08-18 16:18:07.977480: Remain 12 Samples, max category conditions [33], timestep  188
2024-08-18 16:18:08.063487: Remain 12 Samples, max category conditions [33], timestep  187
2024-08-18 16:18:08.149030: Remain 12 Samples, max category conditions [33], timestep  186
2024-08-18 16:18:08.234542: Remain 12 Samples, max category conditions [33], timestep  185
2024-08-18 16:18:08.320151: Remain 12 Samples, max category conditions [33], timestep  184
2024-08-18 16:18:08.406743: Remain 12 Samples, max category conditions [33], timestep  183
2024-08-18 16:18:08.493287: Remain 12 Samples, max category conditions [33], timestep  182
2024-08-18 16:18:08.578653: Remain 12 Samples, max category conditions [33], timestep  181
2024-08-18 16:18:08.666675: Remain 12 Samples, max category conditions [33], timestep  180
2024-08-18 16:18:08.752247: Remain 12 Samples, max category conditions [33], timestep  179
2024-08-18 16:18:08.838795: Remain 12 Samples, max category conditions [33], timestep  178
2024-08-18 16:18:08.923404: Remain 12 Samples, max category conditions [33], timestep  177
2024-08-18 16:18:09.010946: Remain 12 Samples, max category conditions [33], timestep  176
2024-08-18 16:18:09.097145: Remain 12 Samples, max category conditions [33], timestep  175
2024-08-18 16:18:09.181653: Remain 12 Samples, max category conditions [33], timestep  174
2024-08-18 16:18:09.267721: Remain 12 Samples, max category conditions [33], timestep  173
2024-08-18 16:18:09.353270: Remain 12 Samples, max category conditions [33], timestep  172
2024-08-18 16:18:09.438872: Remain 12 Samples, max category conditions [33], timestep  171
2024-08-18 16:18:09.524409: Remain 12 Samples, max category conditions [33], timestep  170
2024-08-18 16:18:09.612964: Remain 12 Samples, max category conditions [33], timestep  169
2024-08-18 16:18:09.698513: Remain 12 Samples, max category conditions [33], timestep  168
2024-08-18 16:18:09.784125: Remain 12 Samples, max category conditions [33], timestep  167
2024-08-18 16:18:09.870159: Remain 12 Samples, max category conditions [33], timestep  166
2024-08-18 16:18:09.955702: Remain 12 Samples, max category conditions [33], timestep  165
2024-08-18 16:18:10.041280: Remain 12 Samples, max category conditions [33], timestep  164
2024-08-18 16:18:10.127889: Remain 12 Samples, max category conditions [33], timestep  163
2024-08-18 16:18:10.213508: Remain 12 Samples, max category conditions [33], timestep  162
2024-08-18 16:18:10.299151: Remain 12 Samples, max category conditions [33], timestep  161
2024-08-18 16:18:10.383730: Remain 12 Samples, max category conditions [33], timestep  160
