mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:47:28.333886: Remain 2 Samples, max category conditions [32], timestep  588
2024-08-18 16:47:28.433407: Remain 2 Samples, max category conditions [32], timestep  587
2024-08-18 16:47:28.537517: Remain 2 Samples, max category conditions [32], timestep  586
2024-08-18 16:47:28.632684: Remain 2 Samples, max category conditions [32], timestep  585
2024-08-18 16:47:28.735256: Remain 2 Samples, max category conditions [32], timestep  584
2024-08-18 16:47:28.831795: Remain 2 Samples, max category conditions [32], timestep  583
2024-08-18 16:47:28.941900: Remain 2 Samples, max category conditions [32], timestep  582
2024-08-18 16:47:29.040394: Remain 2 Samples, max category conditions [32], timestep  581
2024-08-18 16:47:29.140967: Remain 2 Samples, max category conditions [32], timestep  580
2024-08-18 16:47:29.247109: Remain 2 Samples, max category conditions [32], timestep  579
2024-08-18 16:47:29.352215: Remain 2 Samples, max category conditions [32], timestep  578
2024-08-18 16:47:29.448825: Remain 2 Samples, max category conditions [32], timestep  577
2024-08-18 16:47:29.552395: Remain 2 Samples, max category conditions [32], timestep  576
2024-08-18 16:47:29.649009: Remain 2 Samples, max category conditions [32], timestep  575
2024-08-18 16:47:29.755558: Remain 2 Samples, max category conditions [32], timestep  574
2024-08-18 16:47:29.854110: Remain 2 Samples, max category conditions [32], timestep  573
2024-08-18 16:47:29.955692: Remain 2 Samples, max category conditions [32], timestep  572
2024-08-18 16:47:30.054119: Remain 2 Samples, max category conditions [32], timestep  571
2024-08-18 16:47:30.163749: Remain 2 Samples, max category conditions [32], timestep  570
2024-08-18 16:47:30.268118: Remain 2 Samples, max category conditions [32], timestep  569
2024-08-18 16:47:30.369663: Remain 2 Samples, max category conditions [32], timestep  568
2024-08-18 16:47:30.469141: Remain 2 Samples, max category conditions [32], timestep  567
2024-08-18 16:47:30.570690: Remain 2 Samples, max category conditions [32], timestep  566
2024-08-18 16:47:30.665113: Remain 2 Samples, max category conditions [32], timestep  565
2024-08-18 16:47:30.758715: Remain 2 Samples, max category conditions [32], timestep  564
2024-08-18 16:47:30.849705: Remain 2 Samples, max category conditions [32], timestep  563
2024-08-18 16:47:30.952926: Remain 2 Samples, max category conditions [32], timestep  562
2024-08-18 16:47:31.050108: Remain 2 Samples, max category conditions [32], timestep  561
2024-08-18 16:47:31.151635: Remain 2 Samples, max category conditions [32], timestep  560
2024-08-18 16:47:31.249192: Remain 2 Samples, max category conditions [32], timestep  559
2024-08-18 16:47:31.352348: Remain 2 Samples, max category conditions [32], timestep  558
2024-08-18 16:47:31.471234: Remain 2 Samples, max category conditions [32], timestep  557
2024-08-18 16:47:31.581811: Remain 2 Samples, max category conditions [32], timestep  556
2024-08-18 16:47:31.685362: Remain 2 Samples, max category conditions [32], timestep  555
2024-08-18 16:47:31.782875: Remain 2 Samples, max category conditions [32], timestep  554
2024-08-18 16:47:31.886393: Remain 2 Samples, max category conditions [32], timestep  553
2024-08-18 16:47:31.980681: Remain 2 Samples, max category conditions [32], timestep  552
2024-08-18 16:47:32.085228: Remain 2 Samples, max category conditions [32], timestep  551
2024-08-18 16:47:32.193312: Remain 2 Samples, max category conditions [32], timestep  550
2024-08-18 16:47:32.297485: Remain 2 Samples, max category conditions [32], timestep  549
2024-08-18 16:47:32.399083: Remain 2 Samples, max category conditions [32], timestep  548
2024-08-18 16:47:32.500667: Remain 2 Samples, max category conditions [32], timestep  547
2024-08-18 16:47:32.606721: Remain 2 Samples, max category conditions [32], timestep  546
2024-08-18 16:47:32.734355: Remain 2 Samples, max category conditions [32], timestep  545
2024-08-18 16:47:32.839897: Remain 2 Samples, max category conditions [32], timestep  544
2024-08-18 16:47:32.937192: Remain 2 Samples, max category conditions [32], timestep  543
2024-08-18 16:47:33.038306: Remain 2 Samples, max category conditions [32], timestep  542
2024-08-18 16:47:33.136417: Remain 2 Samples, max category conditions [32], timestep  541
2024-08-18 16:47:33.238557: Remain 2 Samples, max category conditions [32], timestep  540
2024-08-18 16:47:33.333713: Remain 2 Samples, max category conditions [32], timestep  539
2024-08-18 16:47:33.432907: Remain 2 Samples, max category conditions [32], timestep  538
2024-08-18 16:47:33.534161: Remain 2 Samples, max category conditions [32], timestep  537
2024-08-18 16:47:33.657277: Remain 2 Samples, max category conditions [32], timestep  536
2024-08-18 16:47:33.764784: Remain 2 Samples, max category conditions [32], timestep  535
2024-08-18 16:47:33.866331: Remain 2 Samples, max category conditions [32], timestep  534
2024-08-18 16:47:33.965943: Remain 2 Samples, max category conditions [32], timestep  533
2024-08-18 16:47:34.072452: Remain 2 Samples, max category conditions [32], timestep  532
2024-08-18 16:47:34.187029: Remain 2 Samples, max category conditions [32], timestep  531
2024-08-18 16:47:34.282635: Remain 2 Samples, max category conditions [32], timestep  530
2024-08-18 16:47:34.375214: Remain 2 Samples, max category conditions [32], timestep  529
2024-08-18 16:47:34.465790: Remain 2 Samples, max category conditions [32], timestep  528
2024-08-18 16:47:34.569330: Remain 2 Samples, max category conditions [32], timestep  527
2024-08-18 16:47:34.670907: Remain 2 Samples, max category conditions [32], timestep  526
2024-08-18 16:47:34.786517: Remain 2 Samples, max category conditions [32], timestep  525
2024-08-18 16:47:34.882398: Remain 2 Samples, max category conditions [32], timestep  524
2024-08-18 16:47:34.984040: Remain 2 Samples, max category conditions [32], timestep  523
2024-08-18 16:47:35.087628: Remain 2 Samples, max category conditions [32], timestep  522
2024-08-18 16:47:35.182198: Remain 2 Samples, max category conditions [32], timestep  521
2024-08-18 16:47:35.274779: Remain 2 Samples, max category conditions [32], timestep  520
2024-08-18 16:47:35.366375: Remain 2 Samples, max category conditions [32], timestep  519
2024-08-18 16:47:35.469760: Remain 2 Samples, max category conditions [32], timestep  518
2024-08-18 16:47:35.572337: Remain 2 Samples, max category conditions [32], timestep  517
2024-08-18 16:47:35.674969: Remain 2 Samples, max category conditions [32], timestep  516
2024-08-18 16:47:35.779524: Remain 2 Samples, max category conditions [32], timestep  515
2024-08-18 16:47:35.883012: Remain 2 Samples, max category conditions [32], timestep  514
2024-08-18 16:47:35.984565: Remain 2 Samples, max category conditions [32], timestep  513
2024-08-18 16:47:36.085773: Remain 2 Samples, max category conditions [32], timestep  512
2024-08-18 16:47:36.183335: Remain 2 Samples, max category conditions [32], timestep  511
2024-08-18 16:47:36.285947: Remain 2 Samples, max category conditions [32], timestep  510
2024-08-18 16:47:36.384488: Remain 2 Samples, max category conditions [32], timestep  509
2024-08-18 16:47:36.483065: Remain 2 Samples, max category conditions [32], timestep  508
2024-08-18 16:47:36.586670: Remain 2 Samples, max category conditions [32], timestep  507
2024-08-18 16:47:36.683281: Remain 2 Samples, max category conditions [32], timestep  506
2024-08-18 16:47:36.783461: Remain 2 Samples, max category conditions [32], timestep  505
2024-08-18 16:47:36.900004: Remain 2 Samples, max category conditions [32], timestep  504
2024-08-18 16:47:37.005566: Remain 2 Samples, max category conditions [32], timestep  503
2024-08-18 16:47:37.108144: Remain 2 Samples, max category conditions [32], timestep  502
2024-08-18 16:47:37.222724: Remain 2 Samples, max category conditions [32], timestep  501
2024-08-18 16:47:37.320284: Remain 2 Samples, max category conditions [32], timestep  500
2024-08-18 16:47:37.422880: Remain 2 Samples, max category conditions [32], timestep  499
2024-08-18 16:47:37.521417: Remain 2 Samples, max category conditions [32], timestep  498
2024-08-18 16:47:37.622990: Remain 2 Samples, max category conditions [32], timestep  497
2024-08-18 16:47:37.732325: Remain 2 Samples, max category conditions [32], timestep  496
2024-08-18 16:47:37.838840: Remain 2 Samples, max category conditions [32], timestep  495
2024-08-18 16:47:37.932356: Remain 2 Samples, max category conditions [32], timestep  494
2024-08-18 16:47:38.035943: Remain 2 Samples, max category conditions [32], timestep  493
2024-08-18 16:47:38.128504: Remain 2 Samples, max category conditions [32], timestep  492
2024-08-18 16:47:38.238058: Remain 2 Samples, max category conditions [32], timestep  491
2024-08-18 16:47:38.332629: Remain 2 Samples, max category conditions [32], timestep  490
2024-08-18 16:47:38.436838: Remain 2 Samples, max category conditions [32], timestep  489
2024-08-18 16:47:38.531422: Remain 2 Samples, max category conditions [32], timestep  488
2024-08-18 16:47:38.634010: Remain 2 Samples, max category conditions [32], timestep  487
2024-08-18 16:47:38.731553: Remain 2 Samples, max category conditions [32], timestep  486
2024-08-18 16:47:38.837115: Remain 2 Samples, max category conditions [32], timestep  485
2024-08-18 16:47:38.931714: Remain 2 Samples, max category conditions [32], timestep  484
2024-08-18 16:47:39.038284: Remain 2 Samples, max category conditions [32], timestep  483
2024-08-18 16:47:39.155908: Remain 2 Samples, max category conditions [32], timestep  482
2024-08-18 16:47:39.253488: Remain 2 Samples, max category conditions [32], timestep  481
2024-08-18 16:47:39.371100: Remain 2 Samples, max category conditions [32], timestep  480
2024-08-18 16:47:39.477715: Remain 2 Samples, max category conditions [32], timestep  479
2024-08-18 16:47:39.581322: Remain 2 Samples, max category conditions [32], timestep  478
2024-08-18 16:47:39.686930: Remain 2 Samples, max category conditions [32], timestep  477
2024-08-18 16:47:39.786538: Remain 2 Samples, max category conditions [32], timestep  476
2024-08-18 16:47:39.884116: Remain 2 Samples, max category conditions [32], timestep  475
2024-08-18 16:47:39.987755: Remain 2 Samples, max category conditions [32], timestep  474
2024-08-18 16:47:40.083337: Remain 2 Samples, max category conditions [32], timestep  473
2024-08-18 16:47:40.188913: Remain 2 Samples, max category conditions [32], timestep  472
2024-08-18 16:47:40.293524: Remain 2 Samples, max category conditions [32], timestep  471
2024-08-18 16:47:40.395059: Remain 2 Samples, max category conditions [32], timestep  470
2024-08-18 16:47:40.491649: Remain 2 Samples, max category conditions [32], timestep  469
2024-08-18 16:47:40.585021: Remain 2 Samples, max category conditions [32], timestep  468
2024-08-18 16:47:40.701093: Remain 2 Samples, max category conditions [32], timestep  467
2024-08-18 16:47:40.802675: Remain 2 Samples, max category conditions [32], timestep  466
2024-08-18 16:47:40.898762: Remain 2 Samples, max category conditions [32], timestep  465
2024-08-18 16:47:41.002342: Remain 2 Samples, max category conditions [32], timestep  464
2024-08-18 16:47:41.098950: Remain 2 Samples, max category conditions [32], timestep  463
2024-08-18 16:47:41.202226: Remain 2 Samples, max category conditions [32], timestep  462
2024-08-18 16:47:41.300404: Remain 2 Samples, max category conditions [32], timestep  461
2024-08-18 16:47:41.400039: Remain 2 Samples, max category conditions [32], timestep  460
2024-08-18 16:47:41.503558: Remain 2 Samples, max category conditions [32], timestep  459
2024-08-18 16:47:41.605925: Remain 2 Samples, max category conditions [32], timestep  458
2024-08-18 16:47:41.714500: Remain 2 Samples, max category conditions [32], timestep  457
2024-08-18 16:47:41.823553: Remain 2 Samples, max category conditions [32], timestep  456
2024-08-18 16:47:41.938132: Remain 2 Samples, max category conditions [32], timestep  455
2024-08-18 16:47:42.033663: Remain 2 Samples, max category conditions [32], timestep  454
2024-08-18 16:47:42.136004: Remain 2 Samples, max category conditions [32], timestep  453
2024-08-18 16:47:42.248944: Remain 2 Samples, max category conditions [32], timestep  452
2024-08-18 16:47:42.353208: Remain 2 Samples, max category conditions [32], timestep  451
2024-08-18 16:47:42.463780: Remain 2 Samples, max category conditions [32], timestep  450
2024-08-18 16:47:42.564384: Remain 2 Samples, max category conditions [32], timestep  449
2024-08-18 16:47:42.674003: Remain 2 Samples, max category conditions [32], timestep  448
2024-08-18 16:47:42.770604: Remain 2 Samples, max category conditions [32], timestep  447
2024-08-18 16:47:42.878241: Remain 2 Samples, max category conditions [32], timestep  446
2024-08-18 16:47:42.971791: Remain 2 Samples, max category conditions [32], timestep  445
2024-08-18 16:47:43.072397: Remain 2 Samples, max category conditions [32], timestep  444
2024-08-18 16:47:43.181976: Remain 2 Samples, max category conditions [32], timestep  443
2024-08-18 16:47:43.275586: Remain 2 Samples, max category conditions [32], timestep  442
2024-08-18 16:47:43.366163: Remain 2 Samples, max category conditions [32], timestep  441
2024-08-18 16:47:43.470770: Remain 2 Samples, max category conditions [32], timestep  440
2024-08-18 16:47:43.582410: Remain 2 Samples, max category conditions [32], timestep  439
2024-08-18 16:47:43.683017: Remain 2 Samples, max category conditions [32], timestep  438
2024-08-18 16:47:43.781564: Remain 2 Samples, max category conditions [32], timestep  437
